Store_ID,Invoice_No,Till_No,Item_No,Txn_Date,SKU_Code,Item_Desc,Qty,Unit,Unit_Price,Price,Cust_ID,Emp_ID
1,100102,1,23,01-Jan-16,SKU164,Masalas,1,Pack,56,56,23554,EMP001
1,100102,1,24,01-Jan-16,SKU181,Milk,0.5,Litre,50,25,23554,EMP001
1,100102,1,25,01-Jan-16,SKU208,Noodles,1,Pack,55,55,23554,EMP001
1,100102,1,26,01-Jan-16,SKU216,Onion,0.5,Kg,35,17.5,23554,EMP001
1,100102,1,27,01-Jan-16,SKU221,Other Cereals,0.5,Kg,87,43.5,23554,EMP001
1,100102,1,28,01-Jan-16,SKU222,Other Dals,0.5,Kg,90,45,23554,EMP001
1,100102,1,29,01-Jan-16,SKU223,Other Flours,0.5,Kg,80,40,23554,EMP001
1,100102,1,30,01-Jan-16,SKU224,Others,0.5,Kg,120,60,23554,EMP001
1,100102,1,31,01-Jan-16,SKU255,Potato,0.5,Kg,35,17.5,23554,EMP001
1,100102,1,32,01-Jan-16,SKU256,Potato Chips,1,Pack,54,54,23554,EMP001
1,100102,1,33,01-Jan-16,SKU259,Pulses,0.5,Kg,87,43.5,23554,EMP001
1,100102,1,34,01-Jan-16,SKU262,Raw Chicken,1,Pack,56,56,23554,EMP001
1,100102,1,35,01-Jan-16,SKU263,Raw Mutton,1,Pack,89,89,23554,EMP001
1,100102,1,36,01-Jan-16,SKU264,Raw Rice,0.75,Kg,66,49.5,23554,EMP001
1,100102,1,37,01-Jan-16,SKU181,Milk,0.75,Litre,50,37.5,23554,EMP001
1,100102,1,38,01-Jan-16,SKU269,Regular Eggs,7,Unit,7,49,23554,EMP001
1,100102,1,39,01-Jan-16,SKU271,Rice,0.75,Kg,68,51,23554,EMP001
1,100102,1,40,01-Jan-16,SKU278,Salad Dressings,1,Pack,25,25,23554,EMP001
1,100102,1,41,01-Jan-16,SKU279,Salt,0.75,Kg,15,11.25,23554,EMP001
1,100102,1,42,01-Jan-16,SKU093,Soaps,3,Unit,35,105,23554,EMP001
1,100102,1,43,01-Jan-16,SKU301,Wheat,0.75,Kg,55,41.25,23554,EMP001
1,100102,1,44,01-Jan-16,SKU076,Fruit Juices,0.5,Litre,67,33.5,23554,EMP001
1,100106,2,1,01-Jan-16,SKU020,Black Chocolate,1,Pack,15,15,23558,EMP001
1,100106,2,2,01-Jan-16,SKU021,Block Games,1,Unit,245,245,23558,EMP001
1,100106,2,3,01-Jan-16,SKU022,Body Care,1,Pack,123,123,23558,EMP001
1,100106,2,4,01-Jan-16,SKU023,Body Lotion,1,Pack,89,89,23558,EMP001
1,100106,2,5,01-Jan-16,SKU024,Boiled Rice,0.75,Kg,50,37.5,23558,EMP001
1,100106,2,6,01-Jan-16,SKU025,Books,4,Unit,18,72,23558,EMP001
1,100106,2,7,01-Jan-16,SKU026,Bottle Opener,1,Unit,25,25,23558,EMP001
1,100106,2,8,01-Jan-16,SKU027,Bottom wear,2,Unit,700,1400,23558,EMP001
1,100106,2,9,01-Jan-16,SKU028,Bowls,6,Unit,25,150,23558,EMP001
1,100106,2,10,01-Jan-16,SKU029,Boys Swimsuit,1,Unit,550,550,23558,EMP001
1,100106,2,11,01-Jan-16,SKU030,Branded Cakes,0.75,Kg,850,637.5,23558,EMP001
1,100106,2,12,01-Jan-16,SKU031,Bread,1,Pack,35,35,23558,EMP001
1,100106,2,13,01-Jan-16,SKU032,Breakfast Cereals,0.75,Kg,55,41.25,23558,EMP001
1,100106,2,14,01-Jan-16,SKU033,Briefs,3,Unit,90,270,23558,EMP001
1,100106,2,15,01-Jan-16,SKU034,Brinjal,0.75,Kg,67,50.25,23558,EMP001
1,100106,2,16,01-Jan-16,SKU035,Broom,1,Unit,45,45,23558,EMP001
1,100106,2,17,01-Jan-16,SKU036,Buckets,3,Unit,180,540,23558,EMP001
1,100106,2,18,01-Jan-16,SKU037,Buns,9,Unit,10,90,23558,EMP001
1,100106,2,19,01-Jan-16,SKU038,Butter,0.75,Kg,300,225,23558,EMP001
1,100106,2,20,01-Jan-16,SKU039,Cakes,0.75,Kg,650,487.5,23558,EMP001
1,100106,2,21,01-Jan-16,SKU040,Candles,10,Unit,10,100,23558,EMP001
1,100106,2,22,01-Jan-16,SKU041,Canned Food,1,Pack,35,35,23558,EMP001
1,100106,2,23,01-Jan-16,SKU042,Canned Fruits,2,Pack,45,90,23558,EMP001
1,100106,2,24,01-Jan-16,SKU093,Soaps,1,Unit,35,35,23558,EMP001
1,100106,2,25,01-Jan-16,SKU044,Cereals,1,Kg,34,34,23558,EMP001
1,100106,2,26,01-Jan-16,SKU045,Chewing Gums,2,Unit,10,20,23558,EMP001
1,100106,2,27,01-Jan-16,SKU046,Crockery,10,Unit,35,350,23558,EMP001
1,100108,2,1,01-Jan-16,SKU163,Marinated Mutton,2,Pack,90,180,23560,EMP002
1,100108,2,2,01-Jan-16,SKU164,Masalas,2,Pack,56,112,23560,EMP002
1,100108,2,3,01-Jan-16,SKU165,Match Box,2,Unit,20,40,23560,EMP002
1,100108,2,4,01-Jan-16,SKU166,Mats,2,Unit,130,260,23560,EMP002
1,100108,2,5,01-Jan-16,SKU167,Mayonnaise,2,Pack,55,110,23560,EMP002
1,100108,2,6,01-Jan-16,SKU168,Measure Tapes,1,Unit,20,20,23560,EMP002
1,100108,2,7,01-Jan-16,SKU169,Melons,1,Kg,50,50,23560,EMP002
1,100108,2,8,01-Jan-16,SKU171,Mens Basic Denim,1,Unit,678,678,23560,EMP002
1,100108,2,9,01-Jan-16,SKU173,Mens Denim,1,Unit,1234,1234,23560,EMP002
1,100108,2,10,01-Jan-16,SKU172,Mens Deos,1,Unit,120,120,23560,EMP002
1,100108,2,11,01-Jan-16,SKU174,Mens Flip Flop,1,Unit,1000,1000,23560,EMP002
1,100108,2,12,01-Jan-16,SKU170,Mens Shirts,1,Unit,890,890,23560,EMP002
1,100109,2,1,01-Jan-16,SKU157,Ladies Pyjama,1,Unit,870,870,23561,EMP002
1,100109,2,2,01-Jan-16,SKU148,Laundry Basket,1,Unit,45,45,23561,EMP002
1,100109,2,3,01-Jan-16,SKU149,Leafies,2,Pack,139,278,23561,EMP002
1,100109,2,4,01-Jan-16,SKU150,Lighter,1,Unit,123,123,23561,EMP002
1,100109,2,5,01-Jan-16,SKU151,Lip Care,1,Unit,33,33,23561,EMP002
1,100109,2,6,01-Jan-16,SKU152,Liquid Detergents,2,Pack,100,200,23561,EMP002
1,100109,2,7,01-Jan-16,SKU153,Liquid Polish,1,Unit,89,89,23561,EMP002
1,100109,2,8,01-Jan-16,SKU154,Living Room Accessories,1,Unit,45,45,23561,EMP002
1,100109,2,9,01-Jan-16,SKU155,Local Confectionery,2,Pack,250,500,23561,EMP002
1,100109,2,10,01-Jan-16,SKU158,Magazines,1,Unit,56,56,23561,EMP002
1,100109,2,11,01-Jan-16,SKU159,Maida,1,Kg,45,45,23561,EMP002
1,100109,2,12,01-Jan-16,SKU160,Mangoes,1,Kg,1200,1200,23561,EMP002
1,100109,2,13,01-Jan-16,SKU161,Margarines,1,Kg,80,80,23561,EMP002
1,100109,2,14,01-Jan-16,SKU162,Marinated Chicken,2,Pack,80,160,23561,EMP002
1,100109,2,15,01-Jan-16,SKU163,Marinated Mutton,2,Pack,90,180,23561,EMP002
1,100109,2,16,01-Jan-16,SKU156,Mens Pyjama,1,Unit,770,770,23561,EMP002
1,100113,2,1,01-Jan-16,SKU047,Cup & Saucer,10,Unit,45,450,23565,EMP002
1,100113,2,2,01-Jan-16,SKU048,Cut Vegetables,1,Kg,67,67,23565,EMP002
1,100113,2,3,01-Jan-16,SKU049,Dahi,1,Kg,70,70,23565,EMP002
1,100113,2,4,01-Jan-16,SKU050,Desserts,2,Unit,20,40,23565,EMP002
1,100113,2,5,01-Jan-16,SKU051,Detergents,2,Pack,150,300,23565,EMP002
1,100113,2,6,01-Jan-16,SKU052,Dinner Set,2,Unit,350,700,23565,EMP002
1,100113,2,7,01-Jan-16,SKU053,Disposable Ware,2,Unit,440,880,23565,EMP002
1,100113,2,8,01-Jan-16,SKU054,Eggs,12,Unit,10,120,23565,EMP002
1,100113,2,9,01-Jan-16,SKU055,Exercise Accessories,2,Unit,400,800,23565,EMP002
1,100113,2,10,01-Jan-16,SKU056,Face Care,2,Pack,200,400,23565,EMP002
1,100113,2,11,01-Jan-16,SKU057,Face Packs,2,Pack,120,240,23565,EMP002
1,100113,2,12,01-Jan-16,SKU058,Facial Tissues,2,Pack,40,80,23565,EMP002
1,100113,2,13,01-Jan-16,SKU059,Fairness Whitening,2,Pack,80,160,23565,EMP002
1,100113,2,14,01-Jan-16,SKU060,Fasteners,2,Unit,10,20,23565,EMP002
1,100113,2,15,01-Jan-16,SKU061,Files,2,Unit,130,260,23565,EMP002
1,100113,2,16,01-Jan-16,SKU062,Flavoured Cookies,2,Pack,25,50,23565,EMP002
1,100113,2,17,01-Jan-16,SKU063,Foils,2,Unit,55,110,23565,EMP002
1,100113,2,18,01-Jan-16,SKU064,Food,1,Kg,25,25,23565,EMP002
1,100113,2,19,01-Jan-16,SKU065,Footballs,1,Unit,125,125,23565,EMP002
1,100113,2,20,01-Jan-16,SKU066,Fresh Water,0.5,Litre,10,5,23565,EMP002
1,100113,2,21,01-Jan-16,SKU067,Fridge Bottles,6,Unit,60,360,23565,EMP002
1,100113,2,22,01-Jan-16,SKU068,Frozen Chicken,2,Pack,55,110,23565,EMP002
1,100113,2,23,01-Jan-16,SKU069,Frozen Fish,2,Pack,60,120,23565,EMP002
1,100113,2,24,01-Jan-16,SKU070,Frozen Parathas,2,Pack,34,68,23565,EMP002
1,100113,2,25,01-Jan-16,SKU071,Frozen Peas,2,Pack,88,176,23565,EMP002
1,100113,2,26,01-Jan-16,SKU072,Frozen Pizzas,2,Pack,44,88,23565,EMP002
1,100113,2,27,01-Jan-16,SKU073,Frozen Pork,2,Pack,77,154,23565,EMP002
1,100113,2,28,01-Jan-16,SKU074,Frozen Starters,2,Pack,80,160,23565,EMP002
1,100113,2,29,01-Jan-16,SKU075,Frozen Vegetables,2,Pack,45,90,23565,EMP002
1,100113,2,30,01-Jan-16,SKU076,Fruit Juices,0.5,Litre,67,33.5,23565,EMP002
1,100113,2,31,01-Jan-16,SKU077,Fruit Salads,2,Pack,40,80,23565,EMP002
1,100113,2,32,01-Jan-16,SKU078,Frying Pan,2,Unit,35,70,23565,EMP002
1,100113,2,33,01-Jan-16,SKU079,Games,1,Unit,200,200,23565,EMP002
1,100117,2,1,01-Jan-16,SKU080,Garlic,1,Kg,350,350,23569,EMP002
1,100117,2,2,01-Jan-16,SKU081,Ghee,0.5,Litre,550,275,23569,EMP002
1,100117,2,3,01-Jan-16,SKU082,Gift Vouchers,3,Unit,100,300,23569,EMP002
1,100117,2,4,01-Jan-16,SKU083,Gourds,1,Kg,120,120,23569,EMP002
1,100117,2,5,01-Jan-16,SKU084,Grater,1,Unit,34,34,23569,EMP002
1,100117,2,6,01-Jan-16,SKU085,Gravy Mixes/Paste,2,Pack,55,110,23569,EMP002
1,100117,2,7,01-Jan-16,SKU086,Ground Coffee,2,Pack,57,114,23569,EMP002
1,100117,2,8,01-Jan-16,SKU092,Hair Oil,1,Pack,89,89,23569,EMP002
1,100117,2,9,01-Jan-16,SKU088,Hair Care,2,Pack,100,200,23569,EMP002
1,100117,2,10,01-Jan-16,SKU089,Hair Creams,2,Pack,110,220,23569,EMP002
1,100118,2,1,01-Jan-16,SKU175,Mens Fragrances,1,Unit,199,199,23570,EMP002
1,100118,2,2,01-Jan-16,SKU179,Mens Sandals,1,Unit,1800,1800,23570,EMP002
1,100118,2,3,01-Jan-16,SKU178,Mens Shoes,1,Unit,3500,3500,23570,EMP002
1,100118,2,4,01-Jan-16,SKU180,Mens Socks,1,Unit,60,60,23570,EMP002
1,100118,2,5,01-Jan-16,SKU188,Mens Trousers,1,Unit,1200,1200,23570,EMP002
1,100118,2,6,01-Jan-16,SKU176,Mens Trunks,1,Unit,560,560,23570,EMP002
1,100118,2,7,01-Jan-16,SKU278,Salad Dressings,1,Pack,25,25,23570,EMP002
1,100118,2,8,01-Jan-16,SKU181,Milk,0.5,Litre,50,25,23570,EMP002
1,100118,2,9,01-Jan-16,SKU182,Milk Based Drinks,1,Unit,70,70,23570,EMP002
1,100118,2,10,01-Jan-16,SKU183,Milk Paneer,1,Kg,290,290,23570,EMP002
1,100118,2,11,01-Jan-16,SKU184,Milk Powder,1,Unit,70,70,23570,EMP002
1,100118,2,12,01-Jan-16,SKU185,Mineral Water,0.5,Litre,25,12.5,23570,EMP002
1,100118,2,13,01-Jan-16,SKU187,Mints Candy,100,Unit,5,500,23570,EMP002
1,100118,2,14,01-Jan-16,SKU186,Water Can,2,Can,35,70,23570,EMP002
1,100119,2,1,01-Jan-16,SKU164,Masalas,2,Pack,56,112,23571,EMP002
1,100119,2,2,01-Jan-16,SKU165,Match Box,1,Unit,20,20,23571,EMP002
1,100119,2,3,01-Jan-16,SKU166,Mats,1,Unit,130,130,23571,EMP002
1,100119,2,4,01-Jan-16,SKU167,Mayonnaise,2,Pack,55,110,23571,EMP002
1,100119,2,5,01-Jan-16,SKU168,Measure Tapes,1,Unit,20,20,23571,EMP002
1,100119,2,6,01-Jan-16,SKU169,Melons,1,Kg,50,50,23571,EMP002
1,100119,2,7,01-Jan-16,SKU171,Mens Basic Denim,1,Unit,678,678,23571,EMP002
1,100119,2,8,01-Jan-16,SKU173,Mens Denim,1,Unit,1234,1234,23571,EMP002
1,100119,2,9,01-Jan-16,SKU172,Mens Deos,2,Unit,120,240,23571,EMP002
1,100119,2,10,01-Jan-16,SKU174,Mens Flip Flop,3,Unit,1000,3000,23571,EMP002
1,100119,2,11,01-Jan-16,SKU170,Mens Shirts,2,Unit,890,1780,23571,EMP002
1,100122,2,1,01-Jan-16,SKU199,Brown Cover,6,Unit,12,72,23574,EMP002
1,100122,2,2,01-Jan-16,SKU189,Cover Stickers,12,Unit,2,24,23574,EMP002
1,100122,2,3,01-Jan-16,SKU191,Dupatta,2,Unit,200,400,23574,EMP002
1,100122,2,4,01-Jan-16,SKU190,Ladies Stole,2,Unit,100,200,23574,EMP002
1,100122,2,5,01-Jan-16,SKU175,Mens Fragrances,2,Unit,199,398,23574,EMP002
1,100122,2,6,01-Jan-16,SKU179,Mens Sandals,2,Unit,1800,3600,23574,EMP002
1,100122,2,7,01-Jan-16,SKU178,Mens Shoes,2,Unit,3500,7000,23574,EMP002
1,100122,2,8,01-Jan-16,SKU180,Mens Socks,6,Unit,60,360,23574,EMP002
1,100122,2,9,01-Jan-16,SKU188,Mens Trousers,4,Unit,1200,4800,23574,EMP002
1,100122,2,10,01-Jan-16,SKU176,Mens Trunks,3,Unit,560,1680,23574,EMP002
1,100122,2,11,01-Jan-16,SKU177,Mens Undergarments,3,Unit,350,1050,23574,EMP002
1,100122,2,12,01-Jan-16,SKU181,Milk,0.5,Litre,50,25,23574,EMP002
1,100122,2,13,01-Jan-16,SKU093,Soaps,2,Unit,35,70,23574,EMP002
1,100122,2,14,01-Jan-16,SKU183,Milk Paneer,1,Kg,290,290,23574,EMP002
1,100122,2,15,01-Jan-16,SKU184,Milk Powder,1,Unit,70,70,23574,EMP002
1,100122,2,16,01-Jan-16,SKU185,Mineral Water,0.5,Litre,25,12.5,23574,EMP002
1,100122,2,17,01-Jan-16,SKU187,Mints Candy,10,Unit,5,50,23574,EMP002
1,100122,2,18,01-Jan-16,SKU192,Moisturisers,2,Pack,133,266,23574,EMP002
1,100122,2,19,01-Jan-16,SKU193,Moong Dal,1,Kg,130,130,23574,EMP002
1,100122,2,20,01-Jan-16,SKU196,Mosquito Coil,2,Unit,45,90,23574,EMP002
1,100122,2,21,01-Jan-16,SKU194,Mosquito Repellant,2,Unit,89,178,23574,EMP002
1,100122,2,22,01-Jan-16,SKU195,Mosquito Repeller,2,Unit,56,112,23574,EMP002
1,100122,2,23,01-Jan-16,SKU197,Moulds,6,Unit,24,144,23574,EMP002
1,100122,2,24,01-Jan-16,SKU198,Mouthwash,2,Pack,110,220,23574,EMP002
1,100122,2,25,01-Jan-16,SKU200,Muesli,1,Kg,1089,1089,23574,EMP002
1,100122,2,26,01-Jan-16,SKU201,Mug,2,Unit,45,90,23574,EMP002
1,100122,2,27,01-Jan-16,SKU203,Mukhwas,2,Pack,56,112,23574,EMP002
1,100122,2,28,01-Jan-16,SKU204,Multipurpose Gift Pack,2,Pack,15,30,23574,EMP002
1,100122,2,29,01-Jan-16,SKU278,Salad Dressings,1,Pack,25,25,23574,EMP002
1,100122,2,30,01-Jan-16,SKU206,Napkin Holder,2,Unit,20,40,23574,EMP002
1,100122,2,31,01-Jan-16,SKU207,Night Cream,2,Pack,55,110,23574,EMP002
1,100122,2,32,01-Jan-16,SKU208,Noodles,2,Pack,55,110,23574,EMP002
1,100122,2,33,01-Jan-16,SKU209,Nuts,1,Kg,890,890,23574,EMP002
1,100122,2,34,01-Jan-16,SKU210,Nuts & Dry Fruits,2,Pack,999,1998,23574,EMP002
1,100122,2,35,01-Jan-16,SKU211,Oats,1,Kg,123,123,23574,EMP002
1,100122,2,36,01-Jan-16,SKU213,Office Accessories,2,Unit,23,46,23574,EMP002
1,100122,2,37,01-Jan-16,SKU214,Oils,0.5,Litre,90,45,23574,EMP002
1,100122,2,38,01-Jan-16,SKU215,OliveOil,0.5,Litre,110,55,23574,EMP002
1,100122,2,39,01-Jan-16,SKU216,Onion,1,Kg,35,35,23574,EMP002
1,100122,2,40,01-Jan-16,SKU217,Oral Care Aids,2,Pack,23,46,23574,EMP002
1,100122,2,41,01-Jan-16,SKU218,Organic Fruits,0.25,Kg,189,47.25,23574,EMP002
1,100122,2,42,01-Jan-16,SKU219,OTHER,1,Unit,44,44,23574,EMP002
1,100122,2,43,01-Jan-16,SKU220,Other Basic,1,Unit,44,44,23574,EMP002
1,100122,2,44,01-Jan-16,SKU279,Salt,0.25,Kg,15,3.75,23574,EMP002
1,100122,2,45,01-Jan-16,SKU222,Other Dals,0.25,Kg,90,22.5,23574,EMP002
1,100122,2,46,01-Jan-16,SKU223,Other Flours,0.25,Kg,80,20,23574,EMP002
1,100122,2,47,01-Jan-16,SKU224,Others,0.25,Kg,120,30,23574,EMP002
1,100122,2,48,01-Jan-16,SKU225,OtherSports,1,Unit,230,230,23574,EMP002
1,100122,2,49,01-Jan-16,SKU226,Packing Foil,1,Unit,55,55,23574,EMP002
1,100122,2,50,01-Jan-16,SKU227,Packing Materials,1,Unit,5,5,23574,EMP002
1,100122,2,51,01-Jan-16,SKU228,Panties,6,Unit,499,2994,23574,EMP002
1,100122,2,52,01-Jan-16,SKU229,Papads,2,Pack,45,90,23574,EMP002
1,100122,2,53,01-Jan-16,SKU230,Papaya,0.25,Kg,40,10,23574,EMP002
1,100122,2,54,01-Jan-16,SKU231,Paper Napkins,2,Unit,66,132,23574,EMP002
1,100122,2,55,01-Jan-16,SKU232,Pasta,2,Pack,87,174,23574,EMP002
1,100122,2,56,01-Jan-16,SKU233,Pastas,2,Pack,87,174,23574,EMP002
1,100122,2,57,01-Jan-16,SKU234,PASTRIES,8,Unit,45,360,23574,EMP002
1,100122,2,58,01-Jan-16,SKU235,PeanutButter,2,Pack,129,258,23574,EMP002
1,100122,2,59,01-Jan-16,SKU236,Peanuts,0.25,Kg,85,21.25,23574,EMP002
1,100122,2,60,01-Jan-16,SKU237,Pegs,0.5,Litre,100,50,23574,EMP002
1,100122,2,61,01-Jan-16,SKU238,Pen,2,Unit,20,40,23574,EMP002
1,100122,2,62,01-Jan-16,SKU239,Pencil Case,1,Unit,20,20,23574,EMP002
1,100122,2,63,01-Jan-16,SKU212,Vermicelli,0.25,Kg,45,11.25,23574,EMP002
1,100122,2,64,01-Jan-16,SKU186,Water Can,1,Can,35,35,23574,EMP002
1,100122,2,65,01-Jan-16,SKU202,Wheat Vermicelli,2,Pack,45,90,23574,EMP002
